WELL ID,WELL NAME,LICENCE,CONTRACTOR BA ID,CONTRACTOR NAME,RIG NUMBER,ACTIVITY DATE,FIELD CENTRE,BA ID,LICENSEE,NEW PROJECTED TOTAL DEPTH,ACTIVITY TYPE,DATE,ATS,ConvDF,Lat,Long,WEEK,MONTH,YEAR
AB/11-08-093-09W4/0,SYNCRUDE 147N01 11-8-93-9,497164,A1YG,Big Country Drilling Ltd.,10,05 Feb 2021 07:30:00 AM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-02-05,8093094,8093094,57.05351108,-111.4009069,5,2,2021.0
AC/16-08-093-09W4/0,SYNCRUDE 105N01 16-8-93-9,497112,0Y80,Boart Longyear Canada,47,05 Feb 2021 07:00:00 AM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-02-05,8093094,8093094,57.05351108,-111.4009069,5,2,2021.0
00/13-36-034-03W4/0,RHE 100 PROVOST 13-36-34-3,496165,0GE9,Tempco Drilling Company Inc.,6,26 Jan 2021 08:00:00 PM,Wainwright,A6W2,Rolling Hills Energy Ltd.,,Drill To LD,2021-01-27,36034034,36034034,51.96171461,-110.2885159,4,1,2021.0
00/04-14-035-09W4/0,KARVE HZ PROVOST 4-14-35-9,498826,0GE9,Tempco Drilling Company Inc.,8,27 Jan 2021 12:30:00 AM,Wainwright,A7BT,Karve Energy Inc.,,Resumption,2021-01-27,14035094,14035094,52.00478774,-111.1717461,4,1,2021.0
04/14-15-051-12W5/0,BACCALIEU HZ 104 PEMBINA 14-15-51-12,491941,A0KC,Horizon Drilling Inc.,4,27 Jan 2021 12:30:00 AM,Drayton Valley,A73C,Baccalieu Energy Inc.,,Drill To LD,2021-01-27,15051125,15051125,53.40302306,-115.6723963,4,1,2021.0
00/14-09-055-22W5/0,CNRL HZ SUNDANCE 14-9-55-22,498661,0Z41,Ensign Drilling Inc.,419,27 Jan 2021 06:08:00 AM,Drayton Valley,0HE9,Canadian Natural Resources Limited,,Drill To LD,2021-01-27,9055225,9055225,53.73744457,-117.1973574,4,1,2021.0
03/12-18-058-05W4/0,CNRL 12A LIND 12-18-58-5,498178,0Z41,Ensign Drilling Inc.,218,26 Jan 2021 10:30:00 PM,Bonnyville,0HE9,Canadian Natural Resources Limited,,Drill To LD,2021-01-27,18058054,18058054,54.01332889,-110.7229605,4,1,2021.0
04/12-04-060-02W6/0,JUPITER HZ RESTHA 12-4-60-2,499076,0Y52,Precision Drilling Corporation,527,26 Jan 2021 08:29:00 PM,Grande Prairie,A6X1,Jupiter Resources Inc.,,Resumption,2021-01-27,4060026,4060026,54.15962199,-118.2252649,4,1,2021.0
00/02-31-061-18W5/0,CHEVRON HZ FOXCK 2-31-61-18,493787,0Z41,Ensign Drilling Inc.,770,27 Jan 2021 08:40:00 AM,St. Albert,0045,Chevron Canada Limited,,Drill To LD,2021-01-27,31061185,31061185,54.31951971,-116.6765861,4,1,2021.0
00/13-25-073-26W4/0,SPL 13-36 HZ MARTENH 13-25-73-26,499037,0Y52,Precision Drilling Corporation,147,27 Jan 2021 03:30:00 AM,St. Albert,A7GR,Spur Petroleum Ltd.,,Drill To LD,2021-01-27,25073264,25073264,55.35182515,-113.8527962,4,1,2021.0
03/16-26-074-25W4/0,HWX MARTENH 16-26-74-25,498873,A08C,Savanna Drilling Corp.,425,27 Jan 2021 03:00:00 PM,St. Albert,A8DL,Headwater Exploration Inc.,,Drill To LD,2021-01-27,26074254,26074254,55.43911772,-113.7246581,4,1,2021.0
00/01-02-076-08W6/0,TOURMALINE HZ VALHALLA 1-2-76-8,498503,0Y52,Precision Drilling Corporation,541,27 Jan 2021 05:45:00 AM,Grande Prairie,A573,Tourmaline Oil Corp.,,Resumption,2021-01-27,2076086,2076086,55.55600861,-119.1123032,4,1,2021.0
02/09-33-076-13W6/0,AVN 102 HZ PCOUPES 9-33-76-13,499052,A0KC,Horizon Drilling Inc.,30,27 Jan 2021 01:15:00 AM,Grande Prairie,0TD9,Advantage Oil & Gas Ltd.,,Drill To LD,2021-01-27,33076136,33076136,55.62858077,-119.939754,4,1,2021.0
AA/13-12-093-10W4/0,SYNCRUDE 29ROVCH194258L0 13-12-93-10,493274,0Y80,Boart Longyear Canada,41,27 Jan 2021 07:30:00 AM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-27,12093104,12093104,57.05349944,-111.454556,4,1,2021.0
AA/04-25-093-10W4/0,SYNCRUDE 058N01 4-25-93-10,497169,A1YG,Big Country Drilling Ltd.,10,27 Jan 2021 01:00:00 PM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-27,25093104,25093104,57.0972359,-111.4545294,4,1,2021.0
AC/05-26-093-10W4/0,SYNCRUDE 055N01 5-26-93-10,497166,A1YG,Big Country Drilling Ltd.,10,26 Jan 2021 04:30:00 PM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-27,26093104,26093104,57.09722693,-111.4814114,4,1,2021.0
02/15-23-034-03W4/0,RHE 102 PROVOST 15-23-34-3,498856,A57H,Predator Drilling Inc.,27,07 Jan 2021 07:30:00 AM,Wainwright,A6W2,Rolling Hills Energy Ltd.,,Set Surface,2021-01-07,23034034,23034034,51.93266363,-110.3121627,1,1,2021.0
00/16-26-034-10W4/0,TAC 16-24 HZ PROVOST 16-26-34-10,498885,0GE9,Tempco Drilling Company Inc.,9,06 Jan 2021 07:00:00 PM,Wainwright,A5TT,Tamarack Acquisition Corp.,,Drill To LD,2021-01-07,26034104,26034104,51.94740631,-111.304526,1,1,2021.0
00/12-04-063-22W5/0,PCC HZ WAHIGAN 12-4-63-22,496853,0Y52,Precision Drilling Corporation,570,07 Jan 2021 04:59:00 PM,St. Albert,A5LH,PetroChina Canada Ltd.,,Drill To LD,2021-01-07,4063225,4063225,54.42169892,-117.2527372,1,1,2021.0
00/15-09-066-05W6/0,NUVISTA 100 HZ C KARR 15-9-66-5,497718,A6PR,Nabors Drilling Canada Limited,86,07 Jan 2021 06:55:00 AM,Grande Prairie,A0A7,NuVista Energy Ltd.,,Drill To LD,2021-01-07,9066056,9066056,54.69795807,-118.6801257,1,1,2021.0
00/04-26-074-25W4/0,CVE 13-24 HZ MARTENH 4-26-74-25,498854,0Y52,Precision Drilling Corporation,157,06 Jan 2021 04:45:00 PM,St. Albert,A5D4,Cenovus Energy Inc.,,Drill To LD,2021-01-07,26074254,26074254,55.43911772,-113.7246581,1,1,2021.0
00/13-27-074-25W4/0,CVE 12-26 HZ MARTENH 13-27-74-25,498848,A1TW,Bonanza Drilling Inc.,5,07 Jan 2021 01:00:00 AM,St. Albert,A5D4,Cenovus Energy Inc.,,Drill To LD,2021-01-07,27074254,27074254,55.43912494,-113.7502903,1,1,2021.0
AD/13-34-075-06W4/0,CVE D13-34 D13 KIRBY 13-34-75-6,498400,0Y52,Precision Drilling Corporation,254,06 Jan 2021 09:47:00 PM,Bonnyville,A5D4,Cenovus Energy Inc.,,Drill To LD,2021-01-07,34075064,34075064,55.54083814,-110.8338966,1,1,2021.0
00/16-32-075-11W6/0,CNRL HZ VALHALLA 16-32-75-11,498546,A0KC,Horizon Drilling Inc.,52,06 Jan 2021 07:45:00 PM,Grande Prairie,0HE9,Canadian Natural Resources Limited,,Drill To LD,2021-01-07,32075116,32075116,55.54135872,-119.6552771,1,1,2021.0
05/02-16-076-06W4/0,CVE G05I07 LEISMER 2-16-76-6,498964,0Z41,Ensign Drilling Inc.,141,07 Jan 2021 03:16:00 AM,Bonnyville,A5D4,Cenovus Energy Inc.,,Set Surface,2021-01-07,16076064,16076064,55.58456271,-110.8597761,1,1,2021.0
00/04-24-076-07W5/0,TAC 12-18 HZ NIPISI 4-24-76-7,499136,0Y52,Precision Drilling Corporation,152,06 Jan 2021 11:00:00 PM,St. Albert,A5TT,Tamarack Acquisition Corp.,,Drill To LD,2021-01-07,24076075,24076075,55.59935755,-114.9328907,1,1,2021.0
00/04-34-078-16W5/0,BAYTEX N389 DAWSON 4-34-78-16,499004,0Y52,Precision Drilling Corporation,182SL,07 Jan 2021 06:30:00 AM,St. Albert,0RL9,Baytex Energy Ltd.,,Drill To LD,2021-01-07,34078165,34078165,55.80314554,-116.381284,1,1,2021.0
00/08-20-078-09W6/0,LONGSHORE HZ PROGRESS 8-20-78-9,499132,0Z41,Ensign Drilling Inc.,420,06 Jan 2021 08:45:00 PM,Grande Prairie,A76W,Longshore Resources Ltd.,,Drill To LD,2021-01-07,20078096,20078096,55.77403125,-119.3449764,1,1,2021.0
00/03-31-078-12W6/0,BIR 14-6 HZ PCOUPE 3-31-78-12,499067,0Z41,Ensign Drilling Inc.,137,06 Jan 2021 08:30:00 AM,Grande Prairie,A12R,Birchcliff Energy Ltd.,,Set Surface,2021-01-07,31078126,31078126,55.80311365,-119.836321,1,1,2021.0
02/07-36-078-13W6/0,BIR 14-6 HZ 102 PCOUPES 7-36-78-13,499048,0Y52,Precision Drilling Corporation,226,07 Jan 2021 11:43:00 AM,Grande Prairie,A12R,Birchcliff Energy Ltd.,,Set Surface,2021-01-07,36078136,36078136,55.80309179,-119.8621707,1,1,2021.0
AA/09-25-093-10W4/0,SYNCRUDE 047N01 9-25-93-10,497133,0Y80,Boart Longyear Canada,47,07 Jan 2021 10:45:00 AM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-07,25093104,25093104,57.0972359,-111.4545294,1,1,2021.0
AB/12-25-093-10W4/0,SYNCRUDE 049N01 12-25-93-10,497135,0Y80,Boart Longyear Canada,47,06 Jan 2021 12:30:00 AM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-07,25093104,25093104,57.0972359,-111.4545294,1,1,2021.0
00/13-20-038-07W5/0,BEC HZ FERRIER 13-20-38-7,497872,A08C,Savanna Drilling Corp.,655E,05 Jan 2021 05:30:00 PM,Red Deer,A5RX,Bonavista Energy Corporation,,Drill To LD,2021-01-06,20038075,20038075,52.28268355,-114.9539866,1,1,2021.0
00/03-33-044-07W4/0,SURGE ENERGY HZ WAINWR 3-33-44-7,499074,A8AF,Hertz & Paluck Energy Services Inc.,1,05 Jan 2021 03:00:00 PM,Wainwright,0YK4,Surge Energy Inc.,,Set Surface,2021-01-06,33044074,33044074,52.8360007,-110.9473444,1,1,2021.0
00/02-26-051-20W5/0,BEC HZ ANSELL 2-26-51-20,498792,A08C,Savanna Drilling Corp.,631,06 Jan 2021 03:00:00 PM,Drayton Valley,A5RX,Bonavista Energy Corporation,,Drill To LD,2021-01-06,26051205,26051205,53.43209048,-116.8268523,1,1,2021.0
04/12-04-060-02W6/0,JUPITER HZ RESTHA 12-4-60-2,499076,0Y52,Precision Drilling Corporation,527STE,06 Jan 2021 11:00:00 AM,Grande Prairie,A6X1,Jupiter Resources Inc.,,Set Surface,2021-01-06,4060026,4060026,54.15962199,-118.2252649,1,1,2021.0
00/14-09-065-03W4/2,IMP G02-31ST COLD LK 14-9-65-3,222286,0Z41,Ensign Drilling Inc.,1201,06 Jan 2021 06:00:00 PM,Bonnyville,0007,Imperial Oil Resources Limited,,Resumption,2021-01-06,9065034,9065034,54.60970431,-110.3840054,1,1,2021.0
02/01-06-066-04W6/0,PARA HZ 102 KARR 1-6-66-4,498451,A5DR,Fox Drilling Inc.,7,06 Jan 2021 12:56:00 PM,Grande Prairie,0AW4,Paramount Resources Ltd.,,Drill To LD,2021-01-06,6066046,6066046,54.68346476,-118.5794208,1,1,2021.0
00/05-15-074-01W6/0,CANAMAX HZ PUSKWA 5-15-74-1,498264,A0KC,Horizon Drilling Inc.,45,06 Jan 2021 09:56:00 AM,Grande Prairie,A6LB,Canamax Energy Ltd.,,Drill To LD,2021-01-06,15074016,15074016,55.41061563,-118.0516351,1,1,2021.0
AB/07-19-076-05W4/0,CVE C7 HARDY 7-19-76-5,498381,0Y52,Precision Drilling Corporation,144,05 Jan 2021 09:02:00 PM,Bonnyville,A5D4,Cenovus Energy Inc.,,Drill To LD,2021-01-06,19076054,19076054,55.59899293,-110.7562545,1,1,2021.0
06/02-16-076-06W4/0,CVE G05I08 LEISMER 2-16-76-6,498965,0Z41,Ensign Drilling Inc.,141,06 Jan 2021 09:43:00 AM,Bonnyville,A5D4,Cenovus Energy Inc.,,Drill To LD,2021-01-06,16076064,16076064,55.58456271,-110.8597761,1,1,2021.0
00/10-02-076-08W6/0,TOURMALINE HZ VALHALLA 10-2-76-8,498676,0Y52,Precision Drilling Corporation,541,06 Jan 2021 05:47:00 AM,Grande Prairie,A573,Tourmaline Oil Corp.,,Drill To LD,2021-01-06,2076086,2076086,55.55600861,-119.1123032,1,1,2021.0
00/14-18-076-09W6/0,WHITECAP VALHALLA 14-18-76-9,498858,0Y52,Precision Drilling Corporation,540,06 Jan 2021 06:00:00 PM,Grande Prairie,A5BE,Whitecap Resources Inc.,,Drill To LD,2021-01-06,18076096,18076096,55.58505027,-119.3708633,1,1,2021.0
00/09-33-076-13W6/0,AVN HZ PCOUPES 9-33-76-13,499005,A0KC,Horizon Drilling Inc.,30,05 Jan 2021 07:45:00 PM,Grande Prairie,0TD9,Advantage Oil & Gas Ltd.,,Drill To LD,2021-01-06,33076136,33076136,55.62858077,-119.939754,1,1,2021.0
06/01-11-077-05W4/0,MEG DE10I HARDY 1-11-77-5,490971,0Y55,Akita Drilling Ltd.,25,06 Jan 2021 04:15:00 PM,Bonnyville,0Z9C,MEG Energy Corp.,,Resumption,2021-01-06,11077054,11077054,55.65716303,-110.6527301,1,1,2021.0
03/07-36-078-13W6/0,BIR 14-6 HZ 103 PCOUPES 7-36-78-13,499050,0Y52,Precision Drilling Corporation,226,05 Jan 2021 08:00:00 PM,Grande Prairie,A12R,Birchcliff Energy Ltd.,,Set Surface,2021-01-06,36078136,36078136,55.80309179,-119.8621707,1,1,2021.0
00/14-29-079-24W4/0,CRESTWYND HZ PELICAN 14-29-79-24,499147,0Y52,Precision Drilling Corporation,187,06 Jan 2021 05:03:00 AM,Bonnyville,A7MT,Crestwynd Exploration Ltd.,,Drill To LD,2021-01-06,29079244,29079244,55.87529992,-113.7121495,1,1,2021.0
AB/05-29-093-09W4/0,SYNCRUDE 054N01 5-29-93-9,497165,0Y80,Boart Longyear Canada,47,06 Jan 2021 12:30:00 AM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-06,29093094,29093094,57.09722471,-111.4008968,1,1,2021.0
AB/05-29-093-09W4/0,SYNCRUDE 054N01 5-29-93-9,497165,0Y80,Boart Longyear Canada,41,06 Jan 2021 01:00:00 AM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-06,29093094,29093094,57.09722471,-111.4008968,1,1,2021.0
AB/16-25-093-10W4/0,SYNCRUDE 035N01 16-25-93-10,497103,A1YG,Big Country Drilling Ltd.,6,05 Jan 2021 06:00:00 PM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-06,25093104,25093104,57.0972359,-111.4545294,1,1,2021.0
09/04-02-095-06W4/2,SUNCOR P4N11B FIREBAG 4-2-95-6,466961,0Y52,Precision Drilling Corporation,151,06 Jan 2021 01:15:00 PM,Bonnyville,0054,Suncor Energy Inc.,,Resumption,2021-01-06,2095064,2095064,57.21366247,-110.8464522,1,1,2021.0
W0/03-15-095-06W4/0,SUNCOR P131P2 FIREBAG 3-15-95-6,497854,A6PR,Nabors Drilling Canada Limited,102,05 Jan 2021 09:30:00 PM,Bonnyville,0054,Suncor Energy Inc.,,Drill To LD,2021-01-06,15095064,15095064,57.24275071,-110.8735294,1,1,2021.0
F1/16-35-034-08W4/0,TAC 4-12 HZ 1F1 PROVOST 16-35-34-8,498909,0GE9,Tempco Drilling Company Inc.,5,16 Jan 2021 11:00:00 PM,Wainwright,A5TT,Tamarack Acquisition Corp.,,Drill To LD,2021-01-17,35034084,35034084,51.96184194,-111.0209957,2,1,2021.0
02/14-36-036-04W4/0,SURGE ENERGY 102 PROVOST 14-36-36-4,498901,0Y52,Precision Drilling Corporation,145,17 Jan 2021 10:06:00 AM,Wainwright,0YK4,Surge Energy Inc.,,Drill To LD,2021-01-17,36036044,36036044,52.13565307,-110.4336541,2,1,2021.0
00/01-36-040-10W5/0,TQN FERRIER 1-36-40-10,499157,A0KC,Horizon Drilling Inc.,19,17 Jan 2021 08:40:00 AM,Red Deer,A2TG,TAQA North Ltd.,,Drill To LD,2021-01-17,36040105,36040105,52.48671732,-115.2969517,2,1,2021.0
00/03-12-041-11W5/0,PEYTO CHAMBERS 3-12-41-11,498510,A08C,Savanna Drilling Corp.,616,17 Jan 2021 04:00:00 AM,Red Deer,0YA2,Peyto Exploration & Development Corp.,,Drill To LD,2021-01-17,12041115,12041115,52.51580493,-115.4408462,2,1,2021.0
00/16-28-048-25W4/0,NEP LEDUC-WB 16-28-48-25,499180,A6EC,Twilight Drilling Ltd.,2,16 Jan 2021 10:15:00 PM,St. Albert,A637,NEP Canada ULC,,Drill To LD,2021-01-17,28048254,28048254,53.17057658,-113.5860655,2,1,2021.0
00/03-31-058-01W6/0,TOURMALINE HZ SMOKY 3-31-58-1,498278,0Z41,Ensign Drilling Inc.,39,17 Jan 2021 04:28:00 PM,Drayton Valley,A573,Tourmaline Oil Corp.,,Resumption,2021-01-17,31058016,31058016,54.0576426,-118.1241572,2,1,2021.0
02/01-15-066-05W6/0,PARA HZ 102 KARR 1-15-66-5,495221,A08C,Savanna Drilling Corp.,689,17 Jan 2021 03:33:00 PM,Grande Prairie,0AW4,Paramount Resources Ltd.,,Set Surface,2021-01-17,15066056,15066056,54.71259132,-118.654949,2,1,2021.0
00/03-07-067-08W6/0,WHITECAP WAPITI 3-7-67-8,498932,0Y52,Precision Drilling Corporation,403,17 Jan 2021 02:44:00 PM,Grande Prairie,A5BE,Whitecap Resources Inc.,,Drill To LD,2021-01-17,7067086,7067086,54.78511785,-119.1956964,2,1,2021.0
00/13-01-074-26W4/0,SPL 13-36 HZ MARTENH 13-1-74-26,499036,0Y52,Precision Drilling Corporation,147,17 Jan 2021 05:00:00 PM,St. Albert,A7GR,Spur Petroleum Ltd.,,Drill To LD,2021-01-17,1074264,1074264,55.38091529,-113.8528184,2,1,2021.0
02/16-04-075-25W4/0,DELTASTREAM MARTENH 16-4-75-25,498832,A2CL,Komat Drilling Ltd.,3,17 Jan 2021 04:15:00 AM,St. Albert,A6YA,Deltastream Energy Corporation,,Set Surface,2021-01-17,4075254,4075254,55.46818763,-113.8097717,2,1,2021.0
AE/08-30-076-05W4/0,CVE A8-30 C8 HARDY 8-30-76-5,498398,0Y52,Precision Drilling Corporation,254,16 Jan 2021 09:57:00 PM,Bonnyville,A5D4,Cenovus Energy Inc.,,Drill To LD,2021-01-17,30076054,30076054,55.61362802,-110.7562541,2,1,2021.0
10/02-16-076-06W4/0,CVE G05P06 LEISMER 2-16-76-6,499056,0Z41,Ensign Drilling Inc.,141,17 Jan 2021 05:30:00 AM,Bonnyville,A5D4,Cenovus Energy Inc.,,Set Surface,2021-01-17,16076064,16076064,55.58456271,-110.8597761,2,1,2021.0
09/04-29-077-05W4/0,MEG AH15P HARDY 4-29-77-5,498951,0Y55,Akita Drilling Ltd.,27,16 Jan 2021 09:30:00 PM,Bonnyville,0Z9C,MEG Energy Corp.,,Drill To LD,2021-01-17,29077054,29077054,55.70089651,-110.7303741,2,1,2021.0
00/02-07-077-13W6/0,AVN HZ PCOUPES 2-7-77-13,499000,A0KC,Horizon Drilling Inc.,30,16 Jan 2021 09:39:00 PM,Grande Prairie,0TD9,Advantage Oil & Gas Ltd.,,Drill To LD,2021-01-17,7077136,7077136,55.65765878,-119.991547,2,1,2021.0
02/13-13-079-12W6/0,BIR 5-7 HZ 102 PCOUPES 13-13-79-12,498987,0X84,Nabors Drilling Limited,77,17 Jan 2021 04:00:00 AM,Grande Prairie,A12R,Birchcliff Energy Ltd.,,Drill To LD,2021-01-17,13079126,13079126,55.84708672,-119.7231728,2,1,2021.0
02/06-12-088-21W4/0,CNUL WDW01 LIEGE 6-12-88-21,498502,0Y52,Precision Drilling Corporation,183,16 Jan 2021 06:00:00 PM,Bonnyville,A7K5,Canadian Natural Upgrading Limited,,Drill To LD,2021-01-17,12088214,12088214,56.61699407,-113.1955139,2,1,2021.0
AB/15-23-093-10W4/0,SYNCRUDE 061N01 15-23-93-10,497172,0Y80,Boart Longyear Canada,41,16 Jan 2021 11:00:00 PM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-17,23093104,23093104,57.08259286,-111.4814072,2,1,2021.0
AA/01-34-093-10W4/0,SYNCRUDE 29ROVCH194061L01 1-34-93-10,493238,0Y80,Boart Longyear Canada,47,17 Jan 2021 10:30:00 AM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-17,34093104,34093104,57.11171402,-111.5082104,2,1,2021.0
AA/07-34-093-10W4/0,SYNCRUDE 29ROVCH194048L01 7-34-93-10,493234,0Y80,Boart Longyear Canada,47,16 Jan 2021 07:30:00 PM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-17,34093104,34093104,57.11171402,-111.5082104,2,1,2021.0
02/12-08-022-17W4/0,TXNE 13D-9 HZ COUNTESS 12-8-22-17,497608,0Y52,Precision Drilling Corporation,239,11 Jan 2021 08:45:00 PM,Midnapore,A7NW,Torxen Energy Ltd.,,Drill To LD,2021-01-12,8022174,8022174,50.85586194,-112.3130471,2,1,2021.0
03/04-19-035-04W4/0,KARVE 103 HZ PROVOST 4-19-35-4,498589,A57H,Predator Drilling Inc.,9,12 Jan 2021 09:04:00 AM,Wainwright,A7BT,Karve Energy Inc.,,Set Surface,2021-01-12,19035044,19035044,52.01914293,-110.5527394,2,1,2021.0
00/14-36-036-04W4/0,SURGE ENERGY HZ PROVOST 14-36-36-4,498900,0Y52,Precision Drilling Corporation,145,12 Jan 2021 02:45:00 AM,Wainwright,0YK4,Surge Energy Inc.,,Resumption,2021-01-12,36036044,36036044,52.13565307,-110.4336541,2,1,2021.0
02/13-11-036-08W4/0,KARVE 102 HZ PROVOST 13-11-36-8,498864,0GE9,Tempco Drilling Company Inc.,8,11 Jan 2021 11:00:00 PM,Wainwright,A7BT,Karve Energy Inc.,,Resumption,2021-01-12,11036084,11036084,52.07754894,-111.0288283,2,1,2021.0
02/01-16-043-09W5/0,WINSLOW WILLGR 1-16-43-9,497003,A6EC,Twilight Drilling Ltd.,1,12 Jan 2021 12:00:00 AM,Red Deer,A172,Winslow Resources Inc.,,Drill To LD,2021-01-12,16043095,16043095,52.70523021,-115.2347046,2,1,2021.0
02/16-20-049-25W4/0,NEP HZ 102 LEDUC-WB 16-20-49-25,499142,0Z41,Ensign Drilling Inc.,32,12 Jan 2021 01:15:00 AM,St. Albert,A637,NEP Canada ULC,,Drill To LD,2021-01-12,20049254,20049254,53.24327428,-113.6105778,2,1,2021.0
00/01-06-059-01W6/0,TOURMALINE HZ SMOKY 1-6-59-1,498091,A6PR,Nabors Drilling Canada Limited,58,11 Jan 2021 08:03:00 PM,Drayton Valley,A573,Tourmaline Oil Corp.,,Set Surface,2021-01-12,6059016,6059016,54.07234405,-118.1252971,2,1,2021.0
00/12-08-063-20W4/0,CRESTWYND HZ NEWBRK 12-8-63-20,498911,A2CL,Komat Drilling Ltd.,3,12 Jan 2021 03:05:00 PM,St. Albert,A7MT,Crestwynd Exploration Ltd.,,Set Surface,2021-01-12,8063204,8063204,54.4344171,-112.9800087,2,1,2021.0
00/12-20-063-23W4/0,RHE 102 PERRY 12-20-63-23,498937,A1TW,Bonanza Drilling Inc.,4,12 Jan 2021 05:30:00 PM,St. Albert,A6W2,Rolling Hills Energy Ltd.,,Drill To LD,2021-01-12,20063234,20063234,54.46352046,-113.4336096,2,1,2021.0
00/11-15-064-06W6/0,7GEN HZ KAKWA 11-15-64-6,498924,0Y52,Precision Drilling Corporation,543,11 Jan 2021 10:15:00 PM,Grande Prairie,A54C,Seven Generations Energy Ltd.,,Drill To LD,2021-01-12,15064066,15064066,54.53806561,-118.8058884,2,1,2021.0
03/16-35-071-09W6/0,OVV HZ 103 WEMBLEY 16-35-71-9,498696,0Y52,Precision Drilling Corporation,535,12 Jan 2021 12:00:00 PM,Grande Prairie,0026,Ovintiv Canada ULC,,Drill To LD,2021-01-12,35071096,35071096,55.19235495,-119.2566215,2,1,2021.0
00/16-26-074-25W4/0,HWX MARTENH 16-26-74-25,498851,A08C,Savanna Drilling Corp.,437,11 Jan 2021 09:45:00 PM,St. Albert,A8DL,Headwater Exploration Inc.,,Drill To LD,2021-01-12,26074254,26074254,55.43911772,-113.7246581,2,1,2021.0
04/13-26-075-06W4/2,CVE J17P05 KIRBY 13-26-75-6,484725,0Y52,Precision Drilling Corporation,199,12 Jan 2021 04:01:00 AM,Bonnyville,A5D4,Cenovus Energy Inc.,,Resumption,2021-01-12,26075064,26075064,55.52637634,-110.8080171,2,1,2021.0
AE/02-30-076-05W4/0,CVE B7-30 C2 HARDY 2-30-76-5,498397,0Y52,Precision Drilling Corporation,144,12 Jan 2021 01:20:00 AM,Bonnyville,A5D4,Cenovus Energy Inc.,,Drill To LD,2021-01-12,30076054,30076054,55.61362802,-110.7562541,2,1,2021.0
07/01-16-076-06W4/0,CVE G05I01 LEISMER 1-16-76-6,498958,0Z41,Ensign Drilling Inc.,141,12 Jan 2021 02:33:00 PM,Bonnyville,A5D4,Cenovus Energy Inc.,,Set Surface,2021-01-12,16076064,16076064,55.58456271,-110.8597761,2,1,2021.0
00/04-20-082-11W6/0,RIDGEBACK HZ BONANZA 4-20-82-11,499193,0ZG2,Excalibur Drilling Ltd.,11,12 Jan 2021 03:30:00 AM,Grande Prairie,A7G2,Ridgeback Resources Inc.,,Drill To LD,2021-01-12,20082116,20082116,56.12340114,-119.6708423,2,1,2021.0
AC/14-19-093-09W4/0,SYNCRUDE 066N01 14-19-93-9,497177,A1YG,Big Country Drilling Ltd.,3,12 Jan 2021 01:00:00 PM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-12,19093094,19093094,57.08258595,-111.4277215,2,1,2021.0
AA/09-29-093-09W4/0,SYNCRUDE 29ROVCH194100L01 9-29-93-9,493250,A1YG,Big Country Drilling Ltd.,6,11 Jan 2021 11:30:00 PM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-12,29093094,29093094,57.09722471,-111.4008968,2,1,2021.0
AA/14-26-093-10W4/0,SYNCRUDE 29ROVCH194081L0 14-26-93-10,493244,0Y80,Boart Longyear Canada,41,12 Jan 2021 08:30:00 AM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-12,26093104,26093104,57.09722693,-111.4814114,2,1,2021.0
AA/09-34-093-10W4/0,SYNCRUDE 020N01 9-34-93-10,497072,0Y80,Boart Longyear Canada,47,12 Jan 2021 12:30:00 PM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-12,34093104,34093104,57.11171402,-111.5082104,2,1,2021.0
00/01-20-035-02W4/0,KARVE HZ PROVOST 1-20-35-2,499202,0GE9,Tempco Drilling Company Inc.,8,02 Feb 2021 04:45:00 PM,Wainwright,A7BT,Karve Energy Inc.,,Drill To LD,2021-02-02,20035024,20035024,52.01925683,-110.2434378,5,2,2021.0
03/05-16-068-06W6/0,PARA HZ 103 ELM 5-16-68-6,495314,A5DR,Fox Drilling Inc.,4,02 Feb 2021 07:56:00 AM,Grande Prairie,0AW4,Paramount Resources Ltd.,,Resumption,2021-02-02,16068066,16068066,54.88702818,-118.8396177,5,2,2021.0
